GAME1: Kildeskovshallen-Gentofte Volley.2-2025-Feb-04 (25 - 19)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
17,Hjorth,1,3,50.0%,1,1,16.7%,0,2.33,6,0,4,0,4,0.400,40.0%,6,10,1,0,0,0,0,0,0,6,0.0%,0
,(team),1,0,,0,0,,0,0.00,1,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

MATCH: Amager-Amager-2025-Sep-28
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
4,Andreas Christensen,3,3,30.0%,1,0,0.0%,1,,0,0,6,1,5,0.714,85.7%,0,7,0,0,0,2,0,2,0,2,0.0%,0
5,Bosse,3,0,,0,0,,0,1.80,22,1,0,0,0,,,0,0,3,0,0,0,0,0,0,10,0.0%,0
7,Bo,2,0,0.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0
11,Nicola,3,4,36.4%,0,1,9.1%,-1,2.00,19,1,4,4,0,0.000,23.5%,9,17,1,0,0,0,0,0,0,6,0.0%,0
13,Gustav,3,5,41.7%,1,2,16.7%,-1,,0,0,4,1,3,0.273,36.4%,6,11,0,0,0,1,0,1,0,2,0.0%,0
15,Martin,3,2,25.0%,0,4,50.0%,-4,2.00,1,0,13,5,8,0.229,37.1%,17,35,0,0,1,0,0,0,0,4,0.0%,0
16,Alex,3,2,16.7%,1,1,8.3%,0,,0,0,1,1,0,0.000,33.3%,1,3,31,0,4,0,0,0,0,6,0.0%,0
17,Hjorth,3,4,30.8%,2,2,15.4%,0,2.43,21,0,11,1,10,0.333,36.7%,18,30,2,0,0,1,0,1,0,6,0.0%,0
,(team),3,0,,0,0,,0,0.00,2,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

AGGREGATE
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,40,77,44.3%,12,17,9.8%,-5,1.00,1,0,22,8,14,0.250,39.3%,26,56,333,4,6,28,10,18,29,79,26.9%,13
2,Nico Lang,6,7,63.6%,0,1,9.1%,-1,2.00,4,0,0,0,0,0.000,0.0%,1,1,0,0,0,0,0,0,2,1,66.7%,0
3,Kristian Krag,35,49,48.5%,5,13,12.9%,-8,2.00,5,0,37,11,26,0.329,46.8%,31,79,3,1,1,13,10,3,1,21,4.5%,5
4,Andreas Christensen,11,11,35.5%,2,3,9.7%,-1,,0,0,14,2,12,0.571,66.7%,5,21,2,0,0,8,2,6,1,5,16.7%,1
5,Bosse,28,28,47.5%,8,6,10.2%,2,1.73,43,3,9,5,4,0.148,33.3%,13,27,5,0,1,7,1,6,3,17,15.0%,0
6,Boerme,22,18,34.6%,1,18,34.6%,-17,1.86,84,7,46,20,26,0.220,39.0%,52,118,3,0,0,5,5,0,5,26,16.1%,0
7,Bo,31,32,38.6%,7,11,13.3%,-4,1.00,2,1,14,7,7,0.189,37.8%,16,37,2,0,0,21,8,13,6,14,30.0%,5
8,Mikkel,13,19,50.0%,1,2,5.3%,-1,1.71,65,5,28,14,14,0.219,43.8%,22,64,0,0,0,2,0,2,1,11,8.3%,0
9,Soeren,34,36,40.9%,8,10,11.4%,-2,,0,0,61,32,29,0.153,32.1%,97,190,0,0,0,21,11,10,8,36,18.2%,3
10,Frederik,1,6,75.0%,1,0,0.0%,1,1.14,7,2,1,1,0,0.000,25.0%,2,4,0,0,0,0,0,0,0,2,0.0%,1
11,Nicola,41,59,38.6%,4,12,7.8%,-8,1.94,219,8,118,41,77,0.266,40.8%,130,289,11,0,0,19,4,15,5,44,10.2%,2
12,Vestbjerg,37,44,46.8%,2,12,12.8%,-10,1.69,227,21,57,31,26,0.151,33.1%,84,172,12,0,2,5,11,-6,13,51,20.3%,2
13,Gustav,31,40,40.8%,5,9,9.2%,-4,1.80,5,1,31,13,18,0.214,36.9%,40,84,4,1,0,43,8,35,4,11,26.7%,10
14,Mads Q,21,31,44.9%,3,6,8.7%,-3,,0,0,4,0,4,0.364,36.4%,7,11,116,1,1,11,3,8,6,17,26.1%,3
15,Martin,33,25,33.3%,3,25,33.3%,-21,2.00,2,0,122,51,71,0.252,43.3%,109,282,3,0,2,23,13,10,11,48,18.6%,7
16,Alex,47,2,16.7%,1,1,8.3%,0,1.92,235,16,1,1,0,0.000,33.3%,1,3,45,0,4,0,0,0,42,117,26.4%,0
17,Hjorth,3,4,30.8%,2,2,15.4%,0,2.43,21,0,11,1,10,0.333,36.7%,18,30,2,0,0,1,0,1,0,6,0.0%,0
,(team),52,0,,0,0,,0,0.00,9,9,2,0,2,1.000,100.0%,0,2,0,0,0,0,0,0,0,0,,0

