GAME1: Kildeskovshallen-Gentofte Volley.2-2025-Feb-04 (25 - 19)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
15,Martin,2,2,50.0%,1,1,25.0%,0,,0,0,10,0,10,0.833,83.3%,2,12,0,0,0,1,0,1,0,2,0.0%,1
16,Alex,4,0,,0,0,,0,1.84,28,2,0,0,0,,,0,0,2,0,0,0,0,0,6,4,60.0%,0
,(team),4,0,,0,0,,0,0.00,1,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME1: Amager-Amager-2025-Jan-16 (21 - 25)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,1,1,33.3%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,7,0,0,1,0,1,2,2,50.0%,2
6,Boerme,1,0,0.0%,0,1,50.0%,-1,2.00,4,0,2,0,2,1.000,100.0%,0,2,0,0,0,1,0,1,0,0,,0
7,Bo,1,0,0.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,0,0,0,2,1,1,0,0,,0
9,Soeren,1,2,66.7%,0,0,0.0%,0,,0,0,1,3,-2,-0.250,12.5%,4,8,0,0,0,0,0,0,0,1,0.0%,0
11,Nicola,1,1,33.3%,0,0,0.0%,0,1.72,9,0,4,2,2,0.222,44.4%,3,9,0,0,0,0,0,0,0,1,0.0%,0
12,Vestbjerg,1,0,,0,0,,0,0.88,4,1,1,0,1,1.000,100.0%,0,1,0,0,0,0,0,0,0,1,0.0%,0
13,Gustav,1,6,75.0%,1,1,12.5%,0,,0,0,1,0,1,0.333,33.3%,2,3,1,0,0,1,0,1,0,0,,1
14,Mads Q,1,0,0.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,,0
15,Martin,1,0,,0,0,,0,,0,0,0,1,-1,-1.000,0.0%,0,1,0,0,0,0,1,-1,0,0,,0
16,Alex,1,0,,0,0,,0,1.42,6,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,100.0%,0
,(team),1,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME2: Amager-Amager-2025-Jan-16 (25 - 19)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,1,4,57.1%,1,2,28.6%,-1,,0,0,0,0,0,,,0,0,11,1,0,1,0,1,1,2,33.3%,1
6,Boerme,1,1,33.3%,1,1,33.3%,0,2.50,4,0,2,0,2,0.667,66.7%,1,3,0,0,0,0,0,0,0,2,0.0%,0
7,Bo,1,0,0.0%,0,0,0.0%,0,,0,0,2,0,2,1.000,100.0%,0,2,0,0,0,0,0,0,0,1,0.0%,0
9,Soeren,1,0,,0,0,,0,,0,0,0,0,0,0.000,0.0%,1,1,0,0,0,0,0,0,0,0,,0
11,Nicola,1,2,50.0%,0,1,25.0%,-1,2.00,5,1,3,0,3,0.375,37.5%,5,8,0,0,0,0,0,0,0,1,0.0%,0
13,Gustav,1,3,60.0%,0,0,0.0%,0,,0,0,0,1,-1,-0.333,0.0%,2,3,0,0,0,1,0,1,0,0,,1
14,Mads Q,1,1,50.0%,1,0,0.0%,1,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0.0%,0
15,Martin,1,0,0.0%,0,0,0.0%,0,,0,0,4,1,3,0.429,57.1%,2,7,0,0,0,2,0,2,1,0,100.0%,0
16,Alex,1,0,,0,0,,0,2.22,9,1,0,0,0,,,0,0,0,0,0,0,0,0,2,6,25.0%,0
,(team),1,0,,0,0,,0,,0,0,1,0,1,1.000,100.0%,0,1,0,0,0,0,0,0,0,0,,0

GAME3: Amager-Amager-2025-Jan-16 (16 - 25)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,1,1,25.0%,0,0,0.0%,0,,0,0,0,0,0,0.000,0.0%,1,1,8,0,0,0,1,-1,1,3,25.0%,0
6,Boerme,1,1,33.3%,0,1,33.3%,-1,2.33,3,0,2,2,0,0.000,28.6%,3,7,0,0,0,0,0,0,0,2,0.0%,0
7,Bo,1,0,0.0%,0,0,0.0%,0,,0,0,0,0,0,0.000,0.0%,2,2,0,0,0,0,1,-1,0,1,0.0%,0
9,Soeren,1,0,,0,0,,0,,0,0,0,1,-1,-0.500,0.0%,1,2,0,0,0,0,0,0,0,0,,0
11,Nicola,1,0,0.0%,0,0,0.0%,0,1.64,7,0,1,1,0,0.000,25.0%,2,4,0,0,0,0,0,0,0,0,,0
13,Gustav,1,0,0.0%,0,0,0.0%,0,,0,0,1,1,0,0.000,25.0%,2,4,0,0,0,3,0,3,0,0,,0
14,Mads Q,1,1,50.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0.0%,0
15,Martin,1,0,0.0%,0,1,100.0%,-1,,0,0,4,1,3,0.375,50.0%,3,8,0,0,0,0,3,-3,0,1,0.0%,1
16,Alex,1,0,,0,0,,0,1.80,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2,0.0%,0
,(team),1,0,,0,0,,0,0.00,1,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME4: Amager-Amager-2025-Jan-16 (25 - 21)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,1,1,50.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0
3,Kristian Krag,1,0,0.0%,0,0,0.0%,0,,0,0,0,0,0,0.000,0.0%,1,1,0,0,0,2,1,1,0,0,,0
6,Boerme,1,0,0.0%,0,1,100.0%,-1,2.20,10,0,4,1,3,0.429,57.1%,2,7,0,0,0,1,0,1,0,0,,0
7,Bo,1,1,50.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,100.0%,0
11,Nicola,1,0,0.0%,0,0,0.0%,0,1.33,3,0,3,2,1,0.111,33.3%,4,9,0,0,0,1,0,1,1,0,100.0%,0
13,Gustav,1,3,60.0%,0,0,0.0%,0,,0,0,0,0,0,0.000,0.0%,1,1,0,0,0,1,2,-1,0,0,,1
14,Mads Q,1,4,66.7%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,10,0,0,1,0,1,0,0,,1
15,Martin,1,3,60.0%,0,2,40.0%,-2,,0,0,3,2,1,0.083,25.0%,7,12,0,0,0,0,0,0,0,1,0.0%,0
16,Alex,1,0,,0,0,,0,2.50,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,4,0.0%,0
,(team),1,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME5: Amager-Amager-2025-Jan-16 (11 - 15)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,1,1,50.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0
3,Kristian Krag,1,0,,0,0,,0,,0,0,0,0,0,0.000,0.0%,1,1,0,0,0,0,1,-1,0,0,,0
6,Boerme,1,0,,0,0,,0,2.00,1,0,1,2,-1,-0.200,20.0%,2,5,0,0,0,0,0,0,0,0,,0
7,Bo,1,0,0.0%,0,1,100.0%,-1,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0
11,Nicola,1,0,0.0%,0,0,0.0%,0,1.25,4,1,1,1,0,0.000,20.0%,3,5,0,0,0,0,0,0,0,0,,0
12,Vestbjerg,1,0,,0,0,,0,1.67,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0.0%,0
13,Gustav,1,1,50.0%,0,1,50.0%,-1,,0,0,0,0,0,0.000,0.0%,1,1,0,0,0,1,0,1,0,0,,0
14,Mads Q,1,3,60.0%,0,0,0.0%,0,,0,0,1,0,1,1.000,100.0%,0,1,3,0,0,0,0,0,0,0,,0
15,Martin,1,0,0.0%,0,0,0.0%,0,,0,0,0,2,-2,-0.500,0.0%,2,4,0,0,0,1,0,1,1,0,100.0%,0
16,Alex,1,0,,0,0,,0,2.20,5,1,0,0,0,,,0,0,0,0,0,0,0,0,1,1,50.0%,0
,(team),1,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

MATCH: Amager-Amager-2025-Jan-16
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,5,8,44.4%,1,2,11.1%,-1,,0,0,0,0,0,0.000,0.0%,1,1,26,1,0,2,1,1,4,7,36.4%,3
3,Kristian Krag,2,0,0.0%,0,0,0.0%,0,,0,0,0,0,0,0.000,0.0%,2,2,0,0,0,2,2,0,0,0,,0
6,Boerme,5,2,22.2%,1,4,44.4%,-3,2.23,22,0,11,5,6,0.250,45.8%,8,24,0,0,0,2,0,2,0,4,0.0%,0
7,Bo,5,1,11.1%,0,1,11.1%,-1,,0,0,2,0,2,0.500,50.0%,2,4,0,0,0,2,2,0,1,2,33.3%,0
9,Soeren,3,2,66.7%,0,0,0.0%,0,,0,0,1,4,-3,-0.273,9.1%,6,11,0,0,0,0,0,0,0,1,0.0%,0
11,Nicola,5,3,23.1%,0,1,7.7%,-1,1.64,28,2,12,6,6,0.171,34.3%,17,35,0,0,0,1,0,1,1,2,33.3%,0
12,Vestbjerg,2,0,,0,0,,0,1.21,7,1,1,0,1,1.000,100.0%,0,1,0,0,0,0,0,0,0,2,0.0%,0
13,Gustav,5,13,59.1%,1,2,9.1%,-1,,0,0,2,2,0,0.000,16.7%,8,12,1,0,0,7,2,5,0,0,,3
14,Mads Q,5,9,56.3%,1,0,0.0%,1,,0,0,1,0,1,1.000,100.0%,0,1,14,0,0,1,0,1,0,2,0.0%,1
15,Martin,5,3,37.5%,0,3,37.5%,-3,,0,0,11,7,4,0.125,34.4%,14,32,0,0,0,3,4,-1,2,2,50.0%,1
16,Alex,5,0,,0,0,,0,1.99,34,2,0,0,0,,,0,0,0,0,0,0,0,0,4,13,23.5%,0
,(team),5,0,,0,0,,0,0.00,1,1,1,0,1,1.000,100.0%,0,1,0,0,0,0,0,0,0,0,,0

GAME1: Bulowsvejshallen-VLI-2025-Jan-21 (23 - 25)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,1,1,25.0%,0,0,0.0%,0,,0,0,1,0,1,1.000,100.0%,0,1,12,0,0,0,0,0,0,1,0.0%,0
3,Kristian Krag,1,0,0.0%,0,0,0.0%,0,,0,0,0,0,0,0.000,0.0%,1,1,0,0,0,0,0,0,1,1,50.0%,0
5,Bosse,1,0,0.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0
7,Bo,1,1,50.0%,0,1,50.0%,-1,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0
9,Soeren,1,0,0.0%,0,1,33.3%,-1,,0,0,7,0,7,0.700,70.0%,3,10,0,0,0,1,1,0,1,2,33.3%,0
11,Nicola,1,1,25.0%,0,0,0.0%,0,2.00,3,0,3,3,0,0.000,42.9%,1,7,1,0,0,0,1,-1,0,1,0.0%,0
12,Vestbjerg,1,1,33.3%,0,1,33.3%,-1,1.63,12,2,1,3,-2,-0.286,14.3%,3,7,0,0,0,0,0,0,0,2,0.0%,0
13,Gustav,1,2,40.0%,1,0,0.0%,1,3.00,1,0,1,0,1,0.333,33.3%,2,3,0,0,0,1,1,0,1,1,50.0%,0
16,Alex,1,0,,0,0,,0,2.25,4,0,0,0,0,,,0,0,0,0,0,0,0,0,2,3,40.0%,0
,(team),1,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME2: Bulowsvejshallen-VLI-2025-Jan-21 (21 - 25)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,1,8,80.0%,1,0,0.0%,1,,0,0,0,0,0,0.000,0.0%,1,1,8,0,0,0,0,0,0,2,0.0%,0
3,Kristian Krag,1,0,0.0%,0,1,100.0%,-1,,0,0,0,0,0,0.000,0.0%,1,1,0,0,0,1,1,0,0,1,0.0%,0
6,Boerme,1,1,50.0%,0,1,50.0%,-1,1.70,10,1,1,3,-2,-0.286,14.3%,3,7,0,0,0,0,0,0,1,1,50.0%,0
9,Soeren,1,2,50.0%,2,0,0.0%,2,,0,0,2,6,-4,-0.444,22.2%,1,9,0,0,0,0,0,0,0,3,0.0%,0
11,Nicola,1,0,0.0%,0,0,0.0%,0,2.17,6,0,5,2,3,0.273,45.5%,4,11,0,0,0,0,0,0,0,0,,0
12,Vestbjerg,1,0,,0,0,,0,,0,0,0,2,-2,-1.000,0.0%,0,2,0,0,0,0,1,-1,0,0,,0
13,Gustav,1,0,0.0%,0,0,0.0%,0,3.00,1,0,0,2,-2,-0.500,0.0%,2,4,0,0,0,2,0,2,0,1,0.0%,0
16,Alex,1,0,,0,0,,0,2.50,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0.0%,0
,(team),1,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME3: Bulowsvejshallen-VLI-2025-Jan-21 (25 - 22)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,1,2,40.0%,0,1,20.0%,-1,,0,0,1,0,1,0.500,50.0%,1,2,9,0,0,1,0,1,1,1,50.0%,0
3,Kristian Krag,1,0,0.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0.0%,0
5,Bosse,1,3,75.0%,2,0,0.0%,2,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,100.0%,0
6,Boerme,1,1,33.3%,0,2,66.7%,-2,1.88,8,1,4,1,3,0.333,44.4%,4,9,0,0,0,1,0,1,0,2,0.0%,0
7,Bo,1,1,50.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,0,0,0,1,0,1,1,1,50.0%,0
9,Soeren,1,0,0.0%,0,0,0.0%,0,,0,0,3,1,2,0.133,20.0%,11,15,0,0,0,0,0,0,0,1,0.0%,0
11,Nicola,1,0,0.0%,0,0,0.0%,0,1.75,4,0,2,1,1,0.143,28.6%,4,7,0,0,0,3,0,3,1,1,50.0%,0
12,Vestbjerg,1,0,,0,0,,0,1.50,4,0,0,1,-1,-0.500,0.0%,1,2,0,0,0,0,1,-1,0,0,,0
13,Gustav,1,3,50.0%,0,0,0.0%,0,,0,0,1,0,1,0.250,25.0%,3,4,1,0,0,3,0,3,0,0,,0
16,Alex,1,0,,0,0,,0,0.33,3,2,0,0,0,,,0,0,0,0,0,0,0,0,0,5,0.0%,0
,(team),1,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME4: Bulowsvejshallen-VLI-2025-Jan-21 (25 - 11)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,1,2,50.0%,1,0,0.0%,1,,0,0,0,1,-1,-1.000,0.0%,0,1,9,0,0,3,0,3,1,2,33.3%,0
3,Kristian Krag,1,5,83.3%,1,0,0.0%,1,2.00,1,0,0,0,0,,,0,0,0,0,0,0,1,-1,0,0,,0
6,Boerme,1,1,50.0%,0,1,50.0%,-1,1.33,3,1,5,0,5,0.833,83.3%,1,6,1,0,0,0,0,0,0,2,0.0%,0
7,Bo,1,1,50.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0
9,Soeren,1,0,0.0%,0,1,50.0%,-1,,0,0,3,1,2,0.400,60.0%,1,5,0,0,0,1,0,1,0,3,0.0%,0
11,Nicola,1,5,71.4%,0,1,14.3%,-1,2.33,3,0,2,0,2,0.500,50.0%,2,4,0,0,0,0,0,0,1,2,33.3%,0
13,Gustav,1,0,0.0%,0,0,0.0%,0,,0,0,1,0,1,0.250,25.0%,3,4,0,0,0,5,0,5,0,0,,0
16,Alex,1,0,,0,0,,0,1.00,1,0,0,0,0,,,0,0,1,0,0,0,0,0,0,1,0.0%,0
,(team),1,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME5: Bulowsvejshallen-VLI-2025-Jan-21 (15 - 10)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,1,2,50.0%,0,1,25.0%,-1,,0,0,1,0,1,1.000,100.0%,0,1,5,0,0,1,0,1,0,1,0.0%,0
5,Bosse,1,1,50.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0.0%,0
6,Boerme,1,0,,0,0,,0,3.00,1,0,0,1,-1,-0.500,0.0%,1,2,0,0,0,0,0,0,0,0,,0
7,Bo,1,0,0.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0
9,Soeren,1,0,0.0%,0,0,0.0%,0,,0,0,2,0,2,0.667,66.7%,1,3,0,0,0,2,0,2,0,0,,0
11,Nicola,1,3,75.0%,0,1,25.0%,-1,1.90,5,0,2,2,0,0.000,40.0%,1,5,1,0,0,2,0,2,0,0,,0
13,Gustav,1,1,50.0%,0,0,0.0%,0,,0,0,1,0,1,0.500,50.0%,1,2,0,0,0,2,0,2,0,0,,0
16,Alex,1,0,,0,0,,0,1.67,3,0,0,0,0,,,0,0,0,0,0,0,0,0,1,2,33.3%,0
,(team),1,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

MATCH: Bulowsvejshallen-VLI-2025-Jan-21
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,5,15,55.6%,2,2,7.4%,0,,0,0,3,1,2,0.333,50.0%,2,6,43,0,0,5,0,5,2,7,22.2%,0
3,Kristian Krag,4,5,50.0%,1,1,10.0%,0,2.00,1,0,0,0,0,0.000,0.0%,2,2,0,0,0,1,2,-1,1,3,25.0%,0
5,Bosse,3,4,57.1%,2,0,0.0%,2,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,1,50.0%,0
6,Boerme,4,3,42.9%,0,4,57.1%,-4,1.77,22,3,10,5,5,0.208,41.7%,9,24,1,0,0,1,0,1,1,5,16.7%,0
7,Bo,4,3,42.9%,0,1,14.3%,-1,,0,0,0,0,0,,,0,0,0,0,0,1,0,1,1,1,50.0%,0
9,Soeren,5,2,16.7%,2,2,16.7%,0,,0,0,17,8,9,0.214,40.5%,17,42,0,0,0,4,1,3,1,9,10.0%,0
11,Nicola,5,9,47.4%,0,2,10.5%,-2,2.02,21,0,14,8,6,0.176,41.2%,12,34,2,0,0,5,1,4,2,4,33.3%,0
12,Vestbjerg,3,1,33.3%,0,1,33.3%,-1,1.59,16,2,1,6,-5,-0.455,9.1%,4,11,0,0,0,0,2,-2,0,2,0.0%,0
13,Gustav,5,6,37.5%,1,0,0.0%,1,3.00,2,0,4,2,2,0.118,23.5%,11,17,1,0,0,13,1,12,1,2,33.3%,0
16,Alex,5,0,,0,0,,0,1.73,15,2,0,0,0,,,0,0,1,0,0,0,0,0,3,12,20.0%,0
,(team),5,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME1: Bulowsvejshallen-DTU-2025-Jan-27 (25 - 20)
