,Player_Name,Games_Played,Points_Played,Got_Aced/Game,Passes/Game,Perfect_Passes/Game,Pass_Rating,Total_Pass_Error_%,3-pass_Percent,Pass_Attempts,1-pass,2-pass,3-pass,Over_the_Net_Pass,Got_Aced,Total_Pass_Errors,First_Ball_Side_Out_%,,team1,team2,kampnr,Serve_Attempts,Serve_%,Serve_Rating,1-Serve,2-Serve,3-Serve,Aces,Serve_Errors,Points_Lost_on_Serve,Points_Won_on_Serve,Serve_Net_Points,Point_Scoring_%,Serve_Error_%,Ace_%,Aces/Game,Serve_Attempts/Game,Serve_Errors/Game,Serve_Net_Points/Game,Errors:_Out,Errors:_Into_Net,Earned/Game,Errors/Game,Faults/Game,Total/Game,Plus/Minus_Total,Plus/Minus_Net_Total,Total_Earned,Total_Errors,Total_Faults,Total_Earned_(them),Total_Errors_(them),Total_Faults_(them),Block_Errors/Game,Blocks_Still_in_Play/Game,Blocks/Game,Block_Assists,Block_Errors,Block_Solos,Blocks_Still_in_Play,Blocks,Net_Blocks,Block_%,Block_Error_%,Dig_Errors/Game,Dig_Attempts/Game,Digs/Game,Digs,Dig_Attempts,Dig_Errors,Dig_Error_%,Dig_%,Kill_to_Dig_%,Attack_Attempt_to_Dig_%,Kills/Game,Attack_Errors/Game,Attack_Net_Points/Game,Hitting_Efficiency,Kill_%,Attack_Error_%,Attack_Attempts,Attack_Errors,Kills,Errors:_Blocked,season,hjemme,ude,spillested,played,resultat,result_for_frb,date,match_name,opponent,Points_Won_on_Serve_%
30,Soeren, 3, 52,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0%, ,fhv,frb,141084,10.0, 100.0%, 2.40,2.0,3.0,4.0,1.0,0.0,6.0,4.0,1.0, 40.0%, 0.0%, 10.0%,0.3,3.3,0.0,0.3,0.0,0.0,3.0,3.7,0.0,-0.7,-2.0,-2.0,9.0,11.0,0.0,0.0,0.0,0.0,1.0,0.3,1.0,3.0,3.0,0.0,1.0,3.0,0.0, 42.9%, 42.9%,0.3,1.0,0.7,2.0,3.0,1.0, 33.3%, 66.7%, 50.0%, 100.0%,1.7,2.3,-0.7, -0.074, 18.5%, 25.9%,27.0,7.0,5.0,4.0,2024/2025,Frederiksberg Volley,Farum-Holte,Bülowsvejhallen 1,yes,0 - 3,lost,2025-02-22,frb-fah,Farum-Holte,40.0
50,Soeren, 5, 57,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0%, ,frb,hvk,141099,12.0, 83.3%, 2.00,1.0,5.0,3.0,1.0,2.0,4.0,8.0,-1.0, 66.7%, 16.7%, 8.3%,0.2,2.4,0.4,-0.2,2.0,0.0,2.6,2.8,0.2,-0.4,-2.0,-2.0,13.0,14.0,1.0,0.0,0.0,0.0,0.6,0.2,0.4,1.0,3.0,1.0,1.0,2.0,-1.0, 33.3%, 50.0%,0.6,1.6,1.0,5.0,8.0,3.0, 37.5%, 62.5%, 0.0%, 60.0%,2.0,1.4,0.6, 0.107, 35.7%, 25.0%,28.0,7.0,10.0,4.0,2024/2025,Frederiksberg Volley,Hvidovre VK.2,Bülowsvejhallen 1,yes,2 - 3,lost,2024-11-23,frb-hv2,Hvidovre VK.2,66.66666666666666
62,Soeren, 3, 49,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0%, ,frb,gev,141108,10.0, 80.0%, 1.90,2.0,2.0,3.0,1.0,2.0,7.0,3.0,-1.0, 30.0%, 20.0%, 10.0%,0.3,3.3,0.7,-0.3,0.0,2.0,3.3,2.3,0.3,0.7,2.0,2.0,10.0,7.0,1.0,0.0,0.0,0.0,0.3,0.7,0.7,0.0,1.0,2.0,2.0,2.0,1.0, 40.0%, 20.0%,0.7,2.0,1.3,4.0,6.0,2.0, 33.3%, 66.7%, 0.0%, 75.0%,2.3,0.7,1.7, 0.208, 29.2%, 8.3%,24.0,2.0,7.0,0.0,2024/2025,Frederiksberg Volley,Gentofte Volley.2,Bülowsvejhallen 1,yes,3 - 1,won,2024-12-08,frb-gv2,Gentofte Volley.2,30.0
73,Soeren, 3, 17,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, ,avk,frb,141119,3.0, 100.0%, 1.50,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0, 66.7%, 0.0%, 0.0%,0.0,1.0,0.0,0.0,0.0,0.0,0.3,1.3,0.0,-1.0,-3.0,-3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, -,0.0,0.3,0.3,1.0,1.0,0.0, 0.0%, 100.0%, 100.0%, 100.0%,0.3,1.3,-1.0, -0.273, 9.1%, 36.4%,11.0,4.0,1.0,2.0,2024/2025,Amager Volley.2,Frederiksberg Volley,Sundbyhal 1 1,yes,3 - 2,lost,2025-01-12,avk-frb,Amager Volley.2,66.66666666666666
83,Soeren, 5, 72,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0%, ,frb,vli,141123,12.0, 83.3%, 2.17,2.0,2.0,4.0,2.0,2.0,10.0,2.0,0.0, 16.7%, 16.7%, 16.7%,0.4,2.4,0.4,0.0,1.0,1.0,4.2,2.4,0.0,2.2,11.0,11.0,23.0,12.0,0.0,0.0,0.0,0.0,0.2,0.6,0.8,4.0,1.0,0.0,3.0,4.0,3.0, 50.0%, 12.5%,0.2,2.0,1.8,9.0,10.0,1.0, 10.0%, 90.0%, 44.4%, 100.0%,3.4,1.6,1.8, 0.214, 40.5%, 19.0%,42.0,8.0,17.0,5.0,2024/2025,Frederiksberg Volley,VLI,Bülowsvejhallen 1,yes,3 - 2,won,2025-01-18,frb-vli,VLI,16.666666666666664
100,Soeren, 4, 61,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0%, ,frb,dtu,141139,14.0, 100.0%, 2.14,4.0,6.0,2.0,2.0,0.0,8.0,6.0,2.0, 42.9%, 0.0%, 14.3%,0.5,3.5,0.0,0.5,0.0,0.0,4.3,1.3,0.0,3.0,12.0,12.0,17.0,5.0,0.0,0.0,0.0,0.0,0.5,0.5,0.8,2.0,2.0,1.0,2.0,3.0,1.0, 42.9%, 28.6%,0.3,2.0,1.8,7.0,8.0,1.0, 12.5%, 87.5%, 42.9%, 85.7%,3.0,0.5,2.5, 0.333, 40.0%, 6.7%,30.0,2.0,12.0,0.0,2024/2025,Frederiksberg Volley,DTU Volley,Bülowsvejhallen 1,yes,3 - 1,won,2025-01-25,frb-dtu,DTU Volley,42.857142857142854
108,Soeren, 3, 33,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, ,hvk,frb,141144,12.0, 100.0%, 2.00,4.0,5.0,2.0,1.0,0.0,7.0,5.0,1.0, 41.7%, 0.0%, 8.3%,0.3,4.0,0.0,0.3,0.0,0.0,1.7,0.0,0.3,2.0,6.0,6.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,1.0,2.0,0.0,1.0,2.0,3.0,3.0, 60.0%, 0.0%,0.0,0.3,0.3,1.0,1.0,0.0, 0.0%, 100.0%, 100.0%, 100.0%,1.0,0.0,1.0, 0.600, 60.0%, 0.0%,5.0,0.0,3.0,0.0,2024/2025,Hvidovre VK.2,Frederiksberg Volley,Frihedens Idrætscenter 1,yes,0 - 3,won,2025-03-29,hv2-frb,Hvidovre VK.2,41.66666666666667
117,Soeren, 2, 29,0.0,0.0,0.0,, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, ,frb,grv,141149,8.0, 75.0%, 1.71,0.0,3.0,2.0,0.0,2.0,5.0,3.0,-2.0, 37.5%, 25.0%, 0.0%,0.0,4.0,1.0,-1.0,1.0,1.0,3.0,2.5,0.0,0.5,1.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0, 100.0%, 0.0%,0.0,0.5,0.5,1.0,1.0,0.0, 0.0%, 100.0%, 100.0%, 100.0%,2.0,1.0,1.0, 0.154, 30.8%, 15.4%,13.0,2.0,4.0,2.0,2024/2025,Frederiksberg Volley,Grøndal EV,Bülowsvejhallen 1,yes,3 - 1,won,2025-03-23,frb-grø,Grøndal EV,37.5
9,Vestbjerg, 4, 79,0.8,6.0,1.5,1.65, 11.1%, 22.2%,27.0,5.0,10.0,6.0,3.0,3.0,3.0, 24.0%, ,gev,frb,141063,13.0, 92.3%, 1.54,5.0,6.0,1.0,0.0,1.0,7.0,6.0,-1.0, 46.2%, 7.7%, 0.0%,0.0,3.3,0.3,-0.3,0.0,1.0,2.0,4.0,0.0,-2.0,-8.0,-8.0,8.0,16.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,2.0,3.0,0.0,0.0,2.0,-1.0, 40.0%, 60.0%,0.8,2.0,1.3,5.0,8.0,3.0, 37.5%, 62.5%, 20.0%, 60.0%,1.5,1.3,0.3, 0.036, 21.4%, 17.9%,28.0,5.0,6.0,4.0,2024/2025,Gentofte Volley.2,Frederiksberg Volley,Kildeskovshal 1 1,yes,3 - 2,lost,2024-09-29,gv2-frb,Gentofte Volley.2,46.15384615384615
20,Vestbjerg, 3, 62,0.7,5.3,0.7,1.56, 11.1%, 11.1%,18.0,3.0,9.0,2.0,2.0,2.0,2.0, 16.7%, ,frb,k61,141067,12.0, 100.0%, 1.83,5.0,4.0,3.0,0.0,0.0,5.0,7.0,0.0, 58.3%, 0.0%, 0.0%,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.7,1.0,0.0,0.0,2.0,0.0,3.0,0.0,-2.0, 0.0%, 40.0%,0.3,1.7,1.3,4.0,5.0,1.0, 20.0%, 80.0%, 50.0%, 75.0%,2.0,0.3,1.7, 0.313, 37.5%, 6.3%,16.0,1.0,6.0,0.0,2024/2025,Frederiksberg Volley,KV 61,Bülowsvejhallen 1,yes,3 - 0,won,2024-10-06,frb-kv ,KV 61,58.333333333333336
40,Vestbjerg, 2, 23,1.0,2.0,0.5,1.0, 33.3%, 16.7%,6.0,3.0,0.0,1.0,0.0,2.0,2.0, 40.0%, ,frb,tkv,141089,2.0, 50.0%, 1.00,0.0,1.0,0.0,0.0,1.0,1.0,1.0,-1.0, 50.0%, 50.0%, 0.0%,0.0,1.0,0.5,-0.5,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0, 33.3%, 33.3%,0.0,0.0,0.0,0.0,0.0,0.0, -, -, -, -,2.5,1.0,1.5, 0.231, 38.5%, 15.4%,13.0,2.0,5.0,1.0,2024/2025,Frederiksberg Volley,Team Køge,Bülowsvejhallen 1,yes,3 - 0,won,2024-11-02,frb-tkv,Team Køge,50.0
51,Vestbjerg, 5, 102,0.6,7.6,2.8,1.89, 7.3%, 34.1%,41.0,11.0,12.0,14.0,1.0,3.0,3.0, 38.1%, ,frb,hvk,141099,17.0, 82.4%, 1.41,7.0,4.0,3.0,0.0,3.0,11.0,6.0,-3.0, 35.3%, 17.6%, 0.0%,0.0,3.4,0.6,-0.6,0.0,3.0,2.2,2.2,0.2,-0.2,-1.0,-1.0,11.0,11.0,1.0,0.0,0.0,0.0,0.2,0.0,0.2,1.0,1.0,0.0,0.0,1.0,0.0, 50.0%, 50.0%,0.2,1.2,1.0,5.0,6.0,1.0, 16.7%, 83.3%, 40.0%, 80.0%,2.0,0.6,1.4, 0.212, 30.3%, 9.1%,33.0,3.0,10.0,3.0,2024/2025,Frederiksberg Volley,Hvidovre VK.2,Bülowsvejhallen 1,yes,2 - 3,lost,2024-11-23,frb-hv2,Hvidovre VK.2,35.294117647058826
63,Vestbjerg, 2, 34,0.0,4.5,2.0,2.17, 0.0%, 44.4%,9.0,1.0,3.0,4.0,1.0,0.0,0.0, 21.4%, ,frb,gev,141108,9.0, 100.0%, 1.78,6.0,0.0,2.0,1.0,0.0,3.0,6.0,1.0, 66.7%, 0.0%, 11.1%,0.5,4.5,0.0,0.5,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, -,0.0,1.0,1.0,2.0,2.0,0.0, 0.0%, 100.0%, 0.0%, 100.0%,1.0,1.5,-0.5, -0.143, 28.6%, 42.9%,7.0,3.0,2.0,2.0,2024/2025,Frederiksberg Volley,Gentofte Volley.2,Bülowsvejhallen 1,yes,3 - 1,won,2024-12-08,frb-gv2,Gentofte Volley.2,66.66666666666666
74,Vestbjerg, 2, 10,0.5,3.0,0.0,1.21, 14.3%, 0.0%,7.0,2.0,3.0,0.0,1.0,1.0,1.0, 16.7%, ,avk,frb,141119,0.0, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, -,0.0,1.0,1.0,2.0,2.0,0.0, 0.0%, 100.0%, 0.0%, 50.0%,0.5,0.0,0.5, 1.000, 100.0%, 0.0%,1.0,0.0,1.0,0.0,2024/2025,Amager Volley.2,Frederiksberg Volley,Sundbyhal 1 1,yes,3 - 2,lost,2025-01-12,avk-frb,Amager Volley.2,
84,Vestbjerg, 3, 33,0.7,4.7,1.0,1.59, 12.5%, 18.8%,16.0,4.0,6.0,3.0,1.0,2.0,2.0, 33.3%, ,frb,vli,141123,3.0, 66.7%, 1.67,0.0,1.0,1.0,0.0,1.0,2.0,1.0,-1.0, 33.3%, 33.3%, 0.0%,0.0,1.0,0.3,-0.3,1.0,0.0,0.3,4.0,0.0,-3.7,-11.0,-11.0,1.0,12.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-2.0, 0.0%, 100.0%,0.0,0.7,0.7,2.0,2.0,0.0, 0.0%, 100.0%, 100.0%, 100.0%,0.3,2.0,-1.7, -0.455, 9.1%, 54.5%,11.0,6.0,1.0,5.0,2024/2025,Frederiksberg Volley,VLI,Bülowsvejhallen 1,yes,3 - 2,won,2025-01-18,frb-vli,VLI,33.33333333333333
91,Vestbjerg, 5, 49,0.0,5.6,1.6,1.8, 0.0%, 28.6%,28.0,9.0,8.0,8.0,3.0,0.0,0.0, 46.4%, ,tkv,frb,141134,0.0, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, -, -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-5.0,-5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -, -,1.0,3.2,2.2,11.0,16.0,5.0, 31.3%, 68.8%, 36.4%, 90.9%,0.0,0.0,0.0, -, -, -,0.0,0.0,0.0,0.0,2024/2025,Team Køge,Frederiksberg Volley,Spar Nord Arena 1,yes,2 - 3,won,2025-03-14,tkv-frb,Team Køge,
101,Vestbjerg, 4, 72,1.3,5.3,1.0,1.5, 19.2%, 15.4%,26.0,7.0,10.0,4.0,0.0,5.0,5.0, 54.2%, ,frb,dtu,141139,7.0, 57.1%, 1.00,2.0,1.0,1.0,0.0,3.0,6.0,1.0,-3.0, 14.3%, 42.9%, 0.0%,0.0,1.8,0.8,-0.8,2.0,1.0,2.8,3.5,0.0,-0.8,-3.0,-3.0,11.0,14.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,2.0,0.0,2.0,0.0,-2.0, 0.0%, 50.0%,0.8,2.8,2.0,8.0,11.0,3.0, 27.3%, 72.7%, 50.0%, 87.5%,2.8,0.3,2.5, 0.455, 50.0%, 4.5%,22.0,1.0,11.0,1.0,2024/2025,Frederiksberg Volley,DTU Volley,Bülowsvejhallen 1,yes,3 - 1,won,2025-01-25,frb-dtu,DTU Volley,14.285714285714285
109,Vestbjerg, 3, 69,0.7,6.7,1.0,1.52, 9.1%, 13.6%,22.0,8.0,8.0,3.0,1.0,2.0,2.0, 45.0%, ,hvk,frb,141144,14.0, 85.7%, 1.64,5.0,3.0,4.0,0.0,2.0,7.0,7.0,-2.0, 50.0%, 14.3%, 0.0%,0.0,4.7,0.7,-0.7,1.0,1.0,3.0,2.7,0.3,0.0,0.0,0.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0, 0.0%, 0.0%,0.0,2.0,2.0,6.0,6.0,0.0, 0.0%, 100.0%, 50.0%, 83.3%,3.0,1.3,1.7, 0.250, 45.0%, 20.0%,20.0,4.0,9.0,3.0,2024/2025,Hvidovre VK.2,Frederiksberg Volley,Frihedens Idrætscenter 1,yes,0 - 3,won,2025-03-29,hv2-frb,Hvidovre VK.2,50.0
118,Vestbjerg, 4, 84,0.3,6.5,1.3,1.89, 3.7%, 18.5%,27.0,3.0,16.0,5.0,2.0,1.0,1.0, 35.5%, ,frb,grv,141149,17.0, 94.1%, 1.82,6.0,6.0,3.0,1.0,1.0,8.0,9.0,0.0, 52.9%, 5.9%, 5.9%,0.3,4.3,0.3,0.0,1.0,0.0,2.0,2.3,0.0,-0.3,-1.0,-1.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.8,0.3,1.0,0.0,0.0,3.0,1.0,1.0, 25.0%, 0.0%,0.0,1.5,1.5,6.0,6.0,0.0, 0.0%, 100.0%, 33.3%, 83.3%,1.5,1.5,0.0, 0.000, 28.6%, 28.6%,21.0,6.0,6.0,2.0,2024/2025,Frederiksberg Volley,Grøndal EV,Bülowsvejhallen 1,yes,3 - 1,won,2025-03-23,frb-grø,Grøndal EV,52.94117647058824
